Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,KitchenQual,GarageCars,PoolQC,MoSold,YrSold,SaleType,SalePrice
665,20,RL,49,20896,CulDSac,Somerst,1Fam,1Story,8,2005,2006,Gd,Ex,3,NA,1,2006,New,423000
666,60,RL,106,11194,Corner,Gilbert,1Fam,2Story,8,2000,2000,Gd,Gd,2,NA,11,2006,WD,230500
667,60,RL,NA,18450,Inside,NAmes,1Fam,2Story,6,1965,1979,TA,TA,2,NA,8,2007,WD,129000
668,20,RL,65,8125,Inside,SawyerW,1Fam,1Story,6,1994,1998,TA,Gd,2,NA,10,2008,WD,193500
669,20,RL,NA,14175,Corner,Sawyer,1Fam,1Story,5,1956,1987,TA,TA,2,NA,11,2006,WD,168000
670,30,RL,80,11600,Inside,Crawfor,1Fam,1Story,4,1922,1950,TA,Fa,1,NA,7,2006,WD,137500
671,60,RL,64,8633,FR2,CollgCr,1Fam,2Story,6,2005,2005,Gd,Gd,2,NA,2,2009,WD,173500
672,70,RH,54,6629,Inside,Edwards,1Fam,2Story,6,1925,1950,TA,TA,1,NA,7,2009,WD,103600
673,20,RL,NA,11250,Inside,Veenker,1Fam,1Story,6,1977,1977,Gd,TA,2,NA,6,2006,WD,165000
674,20,RL,110,14442,Inside,Crawfor,1Fam,1Story,6,1957,2004,TA,Gd,2,NA,6,2007,WD,257500
675,20,RL,80,9200,Inside,NAmes,1Fam,1Story,6,1965,1965,TA,TA,1,NA,7,2008,WD,140000
676,160,RL,24,2289,Inside,NPkVill,Twnhs,2Story,6,1978,1978,TA,TA,2,NA,4,2009,WD,148500
677,70,RM,60,9600,Inside,OldTown,1Fam,2Story,4,1900,1950,TA,TA,3,NA,5,2006,WD,87000
678,30,RL,52,9022,Inside,OldTown,1Fam,1Story,5,1924,2006,Gd,Gd,1,NA,5,2009,WD,109500
679,20,RL,80,11844,Inside,StoneBr,1Fam,1Story,8,2008,2008,Gd,Gd,3,NA,7,2009,New,372500
680,20,RL,NA,9945,Inside,Sawyer,1Fam,1Story,5,1961,1961,TA,TA,2,NA,10,2007,WD,128500
681,120,RL,50,8012,Inside,SawyerW,TwnhsE,1Story,6,1980,1980,TA,TA,1,NA,5,2010,WD,143000
682,50,RH,55,4500,Inside,SWISU,1Fam,1.5Fin,5,1932,2000,TA,TA,1,NA,7,2009,WD,159434
683,120,RL,NA,2887,Inside,ClearCr,1Fam,1Story,6,1996,1997,TA,Gd,2,NA,11,2008,WD,173000
684,20,RL,90,11248,Corner,CollgCr,1Fam,1Story,9,2002,2002,Gd,Gd,3,NA,7,2007,WD,285000
685,60,RL,58,16770,CulDSac,NoRidge,1Fam,2Story,7,1998,1998,Gd,TA,2,NA,6,2010,WD,221000
686,160,RL,NA,5062,CulDSac,StoneBr,TwnhsE,2Story,7,1984,1984,Gd,Gd,2,NA,9,2007,WD,207500
687,60,FV,84,10207,Inside,Somerst,1Fam,2Story,7,2007,2007,Gd,Gd,2,NA,8,2007,New,227875
688,160,FV,NA,5105,FR2,Somerst,TwnhsE,2Story,7,2004,2004,Gd,Gd,2,NA,3,2007,WD,148800
689,20,RL,60,8089,Inside,StoneBr,1Fam,1Story,8,2007,2007,Gd,Gd,2,NA,10,2007,New,392000
690,120,RL,61,7577,Corner,NridgHt,TwnhsE,1Story,6,2005,2006,Gd,Gd,2,NA,6,2007,WD,194700
691,120,RM,NA,4426,Inside,CollgCr,TwnhsE,1Story,6,2004,2004,Gd,Gd,2,NA,5,2008,WD,141000
692,60,RL,104,21535,Corner,NoRidge,1Fam,2Story,10,1994,1995,Ex,Ex,3,NA,1,2007,WD,755000
693,60,RL,42,26178,Inside,Timber,1Fam,2Story,7,1989,1990,Gd,Gd,2,NA,4,2006,WD,335000
694,30,RL,60,5400,Corner,OldTown,1Fam,1Story,5,1921,1968,TA,TA,1,NA,12,2006,WD,108480
695,50,RM,51,6120,Corner,BrkSide,1Fam,1.5Fin,5,1936,1950,TA,TA,2,NA,4,2009,WD,141500
696,20,RL,54,13811,Inside,Timber,1Fam,1Story,6,1987,1987,TA,Gd,2,NA,7,2006,WD,176000
697,30,RM,50,6000,Inside,BrkSide,1Fam,1Story,5,1921,1950,TA,TA,1,NA,6,2006,WD,89000
698,20,RL,57,6420,Inside,Edwards,1Fam,1Story,5,1952,1952,TA,TA,1,NA,9,2006,WD,123500
699,20,RL,65,8450,Inside,Sawyer,1Fam,1Story,5,1965,2009,TA,TA,1,NA,4,2010,WD,138500
700,120,FV,59,4282,Inside,Somerst,TwnhsE,1Story,7,2004,2004,Gd,Gd,2,NA,7,2008,WD,196000
701,20,RL,85,14331,Inside,Timber,1Fam,1Story,8,2002,2002,Gd,Gd,3,NA,5,2006,WD,312500
702,20,RL,80,9600,Inside,NWAmes,1Fam,1Story,7,1969,1969,TA,TA,2,NA,7,2006,COD,140000
703,60,RL,82,12438,Inside,StoneBr,1Fam,2Story,8,2006,2006,Ex,Ex,3,NA,7,2006,New,361919
704,190,RM,76,7630,Inside,OldTown,2fmCon,2Story,5,1900,1996,TA,Gd,2,NA,5,2010,WD,140000
705,20,RL,70,8400,Inside,CollgCr,1Fam,1Story,7,2004,2005,Gd,Gd,2,NA,5,2010,WD,213000
706,190,RM,70,5600,Inside,IDOTRR,2fmCon,2Story,4,1930,1950,Fa,Fa,0,NA,7,2010,WD,55000
707,20,RL,NA,115149,CulDSac,ClearCr,1Fam,1Story,7,1971,2002,TA,Gd,2,NA,6,2007,WD,302000
708,120,RL,48,6240,Inside,NridgHt,TwnhsE,1Story,8,2006,2006,Gd,Gd,2,NA,12,2009,WD,254000
709,60,RL,65,9018,Inside,Gilbert,1Fam,2Story,7,2007,2007,Gd,Gd,2,NA,7,2007,New,179540
710,20,RL,NA,7162,Inside,Sawyer,1Fam,1Story,5,1966,1966,TA,TA,1,NA,12,2008,WD,109900
711,30,RL,56,4130,Inside,BrkSide,1Fam,1Story,3,1935,2003,Gd,TA,0,NA,7,2008,WD,52000
712,50,C (all),66,8712,Inside,IDOTRR,1Fam,1.5Fin,4,1900,1950,TA,TA,1,NA,1,2010,WD,102776
713,120,RL,40,4671,Inside,StoneBr,TwnhsE,1Story,8,1988,1989,Gd,Gd,2,NA,10,2008,WD,189000
714,190,RL,60,9873,Inside,BrkSide,2fmCon,1Story,4,1970,1970,TA,TA,2,NA,5,2006,WD,129000
715,60,RL,NA,13517,CulDSac,Sawyer,1Fam,2Story,6,1976,2005,Gd,Gd,2,NA,3,2010,WD,130500
716,20,RL,78,10140,Inside,NWAmes,1Fam,1Story,6,1974,1974,TA,TA,2,NA,8,2009,WD,165000
717,70,RM,60,10800,Inside,OldTown,1Fam,2Story,7,1890,1998,TA,TA,2,NA,7,2007,WD,159500
718,20,RL,80,10000,Inside,NWAmes,1Fam,1Story,5,1973,2000,TA,Gd,2,NA,11,2008,WD,157000
719,60,RL,96,10542,Inside,NoRidge,1Fam,2Story,7,1993,1994,Gd,Gd,3,NA,8,2008,WD,341000
720,20,RL,69,9920,Inside,CollgCr,1Fam,1Story,5,1969,1969,TA,TA,1,NA,5,2006,WD,128500
721,120,RL,NA,6563,CulDSac,StoneBr,1Fam,1Story,8,1985,1985,Gd,Gd,2,NA,12,2006,WD,275000
722,120,RM,NA,4426,Inside,CollgCr,TwnhsE,1Story,6,2004,2004,Gd,Gd,2,NA,5,2010,WD,143000
723,20,RL,70,8120,Inside,NAmes,1Fam,1Story,4,1970,1970,TA,TA,2,NA,7,2009,WD,124500
724,50,RL,60,8172,Inside,Edwards,1Fam,1.5Fin,4,1954,1972,TA,TA,1,NA,5,2008,WD,135000
725,20,RL,86,13286,Inside,Edwards,1Fam,1Story,9,2007,2008,Ex,Ex,3,NA,2,2009,WD,320000
726,20,RL,60,6960,Inside,NAmes,1Fam,1Story,4,1970,1970,TA,Gd,2,NA,11,2009,WD,120500
727,20,RL,NA,21695,Corner,Crawfor,1Fam,1Story,6,1988,2007,Gd,Gd,2,NA,12,2009,WD,222000
728,20,RL,64,7314,Inside,CollgCr,1Fam,1Story,7,2007,2007,Gd,Gd,2,NA,2,2009,WD,194500
729,90,RL,85,11475,Corner,NAmes,Duplex,1Story,5,1958,1958,TA,TA,3,NA,7,2009,COD,110000
730,30,RM,52,6240,Inside,IDOTRR,1Fam,1.5Fin,4,1925,1950,TA,TA,2,NA,1,2009,WD,103000
731,120,RL,39,5389,Inside,StoneBr,TwnhsE,1Story,8,1995,1996,Gd,Gd,2,NA,3,2010,WD,236500
732,80,RL,73,9590,Corner,Timber,1Fam,SLvl,7,2003,2003,Gd,Gd,2,NA,5,2007,WD,187500
733,60,RL,75,11404,Inside,CollgCr,1Fam,2Story,7,1998,1999,Gd,Gd,2,NA,7,2008,WD,222500
734,20,RL,80,10000,Corner,Sawyer,1Fam,1Story,5,1961,1983,TA,TA,1,NA,3,2009,WD,131400
735,20,RL,NA,8978,Corner,Sawyer,1Fam,1Story,5,1968,1968,TA,TA,1,NA,5,2007,WD,108000
736,75,RM,60,10800,Inside,OldTown,1Fam,2.5Unf,7,1914,1970,TA,TA,2,NA,10,2006,WD,163000
737,90,RL,60,8544,Inside,NAmes,Duplex,1Story,3,1950,1950,TA,TA,2,NA,7,2006,WD,93500
738,60,RL,72,10463,CulDSac,Gilbert,1Fam,2Story,8,2005,2005,Gd,Gd,3,NA,6,2006,WD,239900
739,90,RL,60,10800,Inside,Edwards,Duplex,1Story,5,1987,1988,TA,TA,0,NA,3,2009,WD,179000
740,60,RL,65,9313,Inside,CollgCr,1Fam,2Story,7,2004,2004,Gd,Gd,2,NA,4,2009,WD,190000
741,70,RM,60,9600,Inside,OldTown,1Fam,2Story,5,1910,2002,TA,TA,2,NA,5,2007,WD,132000
742,20,RL,65,6768,Inside,Sawyer,1Fam,1Story,6,1961,1996,TA,Gd,1,NA,5,2008,WD,142000
743,20,RL,65,8450,Inside,SawyerW,1Fam,1Story,7,2000,2001,TA,TA,2,NA,12,2007,WD,179000
744,80,RL,70,12886,Inside,Sawyer,1Fam,SLvl,5,1963,1999,TA,TA,2,NA,10,2009,WD,175000
745,120,RL,41,5395,Inside,StoneBr,TwnhsE,1Story,8,1993,1993,Gd,Gd,2,NA,10,2008,WD,180000
746,60,RL,NA,8963,Inside,NWAmes,1Fam,2Story,8,1976,1996,Ex,Gd,2,NA,7,2008,WD,299800
747,60,RL,NA,8795,Inside,Gilbert,1Fam,2Story,7,2000,2000,Gd,Gd,2,NA,4,2009,WD,236000
748,70,RM,65,11700,Corner,OldTown,1Fam,2Story,7,1880,2003,Gd,Gd,4,NA,5,2009,WD,265979
749,20,RL,59,10593,Inside,NoRidge,1Fam,1Story,7,1996,1996,Gd,Gd,2,NA,3,2010,WD,260400
750,50,RL,50,8405,Inside,Edwards,1Fam,1.5Fin,4,1945,1950,TA,TA,1,NA,4,2009,WD,98000
751,50,RM,55,8800,Corner,OldTown,1Fam,1.5Fin,4,1910,2004,TA,TA,0,NA,6,2010,WD,96500
752,60,RL,NA,7750,Inside,Gilbert,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,8,2007,WD,162000
753,20,RL,79,9236,Inside,CollgCr,1Fam,1Story,6,1997,1997,TA,Gd,2,NA,7,2006,WD,217000
754,60,RL,80,10240,Inside,NridgHt,1Fam,2Story,8,2005,2005,Gd,Ex,3,NA,3,2006,WD,275500
755,20,RL,61,7930,Inside,NAmes,1Fam,1Story,6,1969,2005,TA,Gd,2,NA,7,2009,WD,156000
756,160,FV,34,3230,Inside,Somerst,TwnhsE,2Story,6,1999,1999,TA,TA,2,NA,3,2009,WD,172500
757,60,RL,68,10769,Inside,CollgCr,1Fam,2Story,8,2007,2007,Gd,Gd,2,NA,4,2009,WD,212000
758,60,RL,NA,11616,CulDSac,Sawyer,1Fam,2Story,6,1978,1978,TA,TA,2,NA,4,2010,WD,158900
759,160,FV,24,2280,Inside,Somerst,Twnhs,2Story,7,1999,1999,TA,TA,2,NA,8,2008,WD,179400
760,60,RL,65,12257,Inside,NoRidge,1Fam,2Story,8,1995,1995,Gd,Gd,3,NA,11,2007,WD,290000
761,20,RL,70,9100,Inside,NAmes,1Fam,1Story,6,1959,1959,TA,TA,1,NA,10,2009,WD,127500
762,30,RM,60,6911,FR2,BrkSide,1Fam,1Story,5,1924,1950,TA,Fa,2,NA,10,2009,WD,100000
763,60,FV,72,8640,Inside,Somerst,1Fam,2Story,7,2009,2009,TA,Gd,2,NA,6,2010,Con,215200
764,60,RL,82,9430,Inside,NoRidge,1Fam,2Story,8,1999,1999,Gd,Gd,3,NA,7,2009,WD,337000
765,120,RL,30,9549,CulDSac,Veenker,TwnhsE,1Story,8,1995,1996,Gd,Ex,2,NA,4,2006,WD,270000
766,20,RL,75,14587,Inside,Somerst,1Fam,1Story,9,2008,2008,Gd,Ex,2,NA,8,2008,New,264132
767,60,RL,80,10421,Inside,NWAmes,1Fam,2Story,7,1988,1988,TA,TA,2,NA,3,2010,WD,196500
768,50,RL,75,12508,Inside,Mitchel,1Fam,1.5Fin,6,1940,1985,TA,TA,1,NA,7,2008,WD,160000
769,20,RL,70,9100,Inside,CollgCr,1Fam,1Story,7,2004,2005,Gd,Gd,2,NA,10,2006,WD,216837
770,60,RL,47,53504,CulDSac,StoneBr,1Fam,2Story,8,2003,2003,Ex,Ex,3,NA,6,2010,WD,538000
771,85,RL,NA,7252,CulDSac,Sawyer,1Fam,SFoyer,5,1982,1982,TA,TA,2,NA,4,2009,WD,134900
772,20,RL,67,8877,Inside,Edwards,1Fam,1Story,4,1951,1951,TA,TA,2,NA,4,2006,COD,102000
773,80,RL,94,7819,Inside,Edwards,1Fam,SLvl,6,1976,1976,TA,TA,2,NA,3,2010,WD,107000
774,20,RL,70,10150,Inside,NAmes,1Fam,1Story,5,1958,1958,TA,TA,1,NA,7,2007,COD,114500
775,20,RL,110,14226,Corner,NridgHt,1Fam,1Story,8,2006,2006,Gd,Gd,3,NA,7,2007,New,395000
776,120,RM,32,4500,FR2,Mitchel,TwnhsE,1Story,6,1998,1998,TA,TA,2,NA,6,2009,WD,162000
777,20,RL,86,11210,Inside,CollgCr,1Fam,1Story,7,2005,2006,Gd,Gd,3,NA,7,2006,New,221500
778,20,RL,100,13350,Inside,Sawyer,1Fam,1Story,5,1974,1974,TA,TA,2,NA,6,2006,WD,142500
779,90,RH,60,8400,Inside,SawyerW,Duplex,1Story,5,1977,1977,TA,TA,2,NA,10,2007,WD,144000
780,90,RL,78,10530,Inside,Mitchel,Duplex,SFoyer,6,1977,1977,TA,TA,2,NA,5,2006,WD,135000
781,20,RL,63,7875,Inside,Gilbert,1Fam,1Story,7,1995,1996,TA,TA,2,NA,6,2007,WD,176000
782,60,RL,65,7153,Inside,SawyerW,1Fam,2Story,6,1992,1992,Gd,Gd,2,NA,7,2006,WD,175900
783,20,RL,67,16285,Inside,CollgCr,1Fam,1Story,7,2001,2002,Gd,Gd,2,NA,6,2009,WD,187100
784,85,RL,NA,9101,Corner,Mitchel,1Fam,SFoyer,5,1978,1978,TA,Gd,2,NA,7,2009,WD,165500
785,75,RM,35,6300,Inside,OldTown,1Fam,2.5Unf,6,1914,2001,TA,TA,0,NA,6,2008,WD,128000
786,20,RL,NA,9790,Inside,NWAmes,1Fam,1Story,6,1967,1967,TA,TA,2,NA,9,2009,WD,161500
787,50,RM,60,10800,Inside,OldTown,1Fam,1.5Fin,5,1915,1950,TA,TA,1,NA,6,2010,WD,139000
788,60,RL,76,10142,Inside,SawyerW,1Fam,2Story,7,2004,2004,Gd,Gd,2,NA,1,2010,WD,233000
789,20,RM,50,6000,Corner,OldTown,1Fam,1Story,4,1954,2000,TA,TA,1,NA,8,2008,WD,107900
790,60,RL,NA,12205,Inside,ClearCr,1Fam,2Story,6,1966,2007,TA,Gd,2,NA,7,2007,WD,187500
791,120,RL,43,3182,Inside,Blmngtn,TwnhsE,1Story,7,2005,2006,Gd,Gd,2,NA,9,2009,WD,160200
792,80,RL,NA,11333,Corner,Mitchel,1Fam,SLvl,6,1976,1976,TA,TA,2,NA,5,2007,WD,146800
793,60,RL,92,9920,CulDSac,NoRidge,1Fam,2Story,7,1996,1997,Gd,TA,2,NA,6,2007,WD,269790
794,20,RL,76,9158,Inside,Somerst,1Fam,1Story,8,2007,2007,Gd,Gd,2,NA,6,2007,New,225000
795,60,RL,NA,10832,Corner,Gilbert,1Fam,2Story,7,1994,1996,Gd,Gd,2,NA,10,2008,WD,194500
796,60,RL,70,8400,Inside,SawyerW,1Fam,2Story,6,1980,1981,TA,TA,2,NA,4,2010,WD,171000
797,20,RL,71,8197,Inside,Sawyer,1Fam,1Story,6,1977,1977,TA,TA,2,NA,4,2007,WD,143500
798,20,RL,57,7677,Inside,NAmes,1Fam,1Story,5,1953,1953,TA,TA,1,NA,4,2008,WD,110000
799,60,RL,104,13518,Inside,NridgHt,1Fam,2Story,9,2008,2009,Ex,Ex,3,NA,7,2009,New,485000
800,50,RL,60,7200,Corner,SWISU,1Fam,1.5Fin,5,1937,1950,TA,Gd,1,NA,6,2007,WD,175000
801,60,RL,79,12798,Inside,ClearCr,1Fam,2Story,6,1997,1997,TA,Gd,2,NA,5,2008,WD,200000
802,30,RM,40,4800,Inside,IDOTRR,1Fam,1Story,4,1916,1990,TA,TA,2,NA,7,2007,WD,109900
803,60,RL,63,8199,Inside,CollgCr,1Fam,2Story,7,2005,2005,Gd,Gd,2,NA,10,2008,WD,189000
804,60,RL,107,13891,Inside,NridgHt,1Fam,2Story,9,2008,2009,Ex,Ex,3,NA,1,2009,New,582933
805,20,RL,75,9000,Inside,NAmes,1Fam,1Story,5,1954,1954,TA,TA,1,NA,6,2006,WD,118000
806,20,RL,91,12274,FR2,Somerst,1Fam,1Story,7,2008,2008,Gd,Ex,2,NA,7,2008,New,227680
807,80,RL,75,9750,Inside,NAmes,1Fam,SLvl,5,1967,1967,TA,TA,1,NA,10,2006,WD,135500
808,70,RL,144,21384,Inside,BrkSide,1Fam,2Story,5,1923,2004,TA,Gd,2,NA,5,2009,WD,223500
809,80,RL,85,13400,Inside,NAmes,1Fam,SLvl,5,1966,1966,TA,TA,2,NA,6,2006,WD,159950
810,75,RM,90,8100,Corner,OldTown,1Fam,2.5Unf,5,1898,1965,TA,TA,2,NA,11,2009,WD,106000
811,20,RL,78,10140,Inside,NWAmes,1Fam,1Story,6,1974,1999,TA,Gd,2,Fa,1,2006,WD,181000
812,120,RM,NA,4438,Inside,CollgCr,TwnhsE,1Story,6,2004,2004,Gd,Gd,2,NA,6,2008,ConLD,144500
813,20,C (all),66,8712,Inside,IDOTRR,1Fam,1Story,5,1952,1952,Fa,Fa,2,NA,6,2010,WD,55993
814,20,RL,75,9750,Inside,NAmes,1Fam,1Story,6,1958,1958,TA,TA,1,NA,4,2007,COD,157900
815,50,RL,45,8248,Inside,Edwards,1Fam,1.5Fin,5,1918,1950,TA,Fa,1,NA,7,2006,WD,116000
816,20,RL,48,12137,CulDSac,CollgCr,1Fam,1Story,7,1998,1998,TA,Gd,2,NA,5,2010,WD,224900
817,20,RL,NA,11425,Corner,NAmes,1Fam,1Story,5,1954,1954,TA,TA,1,NA,7,2006,WD,137000
818,20,RL,NA,13265,CulDSac,Mitchel,1Fam,1Story,8,2002,2002,Gd,Gd,3,NA,7,2008,WD,271000
819,80,RL,80,8816,Inside,ClearCr,1Fam,SLvl,6,1971,1971,TA,TA,2,NA,6,2010,WD,155000
820,120,RL,44,6371,Inside,NridgHt,TwnhsE,1Story,7,2009,2010,Gd,Gd,2,NA,6,2010,New,224000
821,60,RL,72,7226,CulDSac,CollgCr,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,6,2008,WD,183000
822,20,RM,60,6000,Inside,OldTown,2fmCon,1Story,4,1953,1953,Fa,TA,2,NA,2,2009,WD,93000
823,60,RL,NA,12394,Corner,Gilbert,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,10,2007,WD,225000
824,50,RL,60,9900,Inside,SWISU,1Fam,1.5Fin,6,1940,1950,TA,TA,1,NA,7,2009,WD,139500
825,20,FV,81,11216,Inside,Somerst,1Fam,1Story,8,2006,2006,Gd,Gd,2,NA,6,2006,New,232600
826,20,RL,114,14803,Inside,NridgHt,1Fam,1Story,10,2007,2008,Ex,Ex,3,NA,6,2008,New,385000
827,45,RM,50,6130,Inside,BrkSide,1Fam,1.5Unf,5,1924,1950,TA,Gd,0,NA,5,2008,WD,109500
828,20,RL,65,8529,Inside,SawyerW,1Fam,1Story,7,2001,2001,Gd,Gd,2,NA,4,2009,WD,189000
829,60,RL,NA,28698,CulDSac,ClearCr,1Fam,2Story,5,1967,1967,TA,TA,2,NA,6,2009,WD,185000
830,160,FV,24,2544,Inside,Somerst,Twnhs,2Story,7,2005,2005,Gd,Gd,2,NA,7,2006,WD,147400
831,20,RL,80,11900,Corner,NAmes,1Fam,1Story,6,1957,1957,TA,TA,2,NA,6,2008,WD,166000
832,160,FV,30,3180,Inside,Somerst,TwnhsE,2Story,7,2005,2005,TA,Gd,2,NA,6,2006,WD,151000
833,60,RL,44,9548,CulDSac,CollgCr,1Fam,2Story,7,2003,2003,Gd,Gd,2,NA,1,2010,WD,237000
834,20,RL,100,10004,Inside,NAmes,1Fam,1Story,6,1964,1964,TA,TA,2,NA,2,2009,WD,167000
835,20,RL,75,7875,Inside,NAmes,1Fam,1Story,5,1961,1961,TA,TA,2,NA,9,2008,WD,139950
836,20,RL,60,9600,Inside,Sawyer,1Fam,1Story,4,1950,1995,TA,Gd,2,NA,2,2010,WD,128000
837,30,RM,90,8100,Inside,OldTown,1Fam,1Story,5,1948,1973,TA,TA,2,NA,6,2007,COD,153500
838,160,RM,21,1680,Inside,BrDale,Twnhs,2Story,6,1973,1973,TA,TA,1,NA,11,2008,WD,100000
839,20,RL,75,9525,Inside,CollgCr,1Fam,1Story,5,1995,2006,TA,Gd,1,NA,6,2008,WD,144000
840,50,RL,70,11767,Inside,Edwards,1Fam,1.5Fin,5,1946,1995,TA,TA,1,NA,5,2008,WD,130500
841,70,RH,NA,12155,Inside,SWISU,1Fam,2Story,6,1925,1950,TA,Fa,1,NA,3,2008,WD,140000
842,70,RM,60,10440,Inside,OldTown,1Fam,2Story,5,1904,2002,TA,Gd,2,NA,6,2008,WD,157500
843,80,RL,82,9020,Inside,NAmes,1Fam,SLvl,6,1966,1966,TA,TA,2,NA,5,2008,WD,174900
844,90,RL,80,8000,Corner,NAmes,Duplex,1Story,5,1961,1961,TA,TA,0,NA,7,2007,WD,141000
845,50,RM,100,12665,Inside,OldTown,1Fam,1.5Fin,5,1915,1950,TA,TA,3,NA,6,2008,WD,153900
846,85,RL,NA,16647,CulDSac,Sawyer,1Fam,SFoyer,5,1975,1981,TA,TA,2,NA,1,2007,WD,171000
847,60,RL,75,9317,Inside,SawyerW,1Fam,2Story,7,1993,1993,Gd,Gd,2,NA,7,2009,WD,213000
848,20,RL,36,15523,CulDSac,CollgCr,1Fam,1Story,5,1972,1972,TA,TA,1,NA,8,2009,WD,133500
849,50,RL,75,45600,Inside,ClearCr,1Fam,1.5Fin,6,1908,1997,TA,TA,2,NA,9,2008,WD,240000
850,80,RL,80,9600,FR2,Veenker,1Fam,SLvl,6,1976,1994,Gd,TA,2,NA,8,2007,WD,187000
851,120,RM,36,4435,Inside,CollgCr,TwnhsE,1Story,6,2003,2003,Gd,Gd,2,NA,11,2007,WD,131500
852,120,RL,NA,3196,Inside,Blmngtn,TwnhsE,1Story,8,2003,2003,Gd,Gd,2,NA,5,2006,WD,215000
853,75,RL,53,7128,Inside,Crawfor,1Fam,2.5Unf,7,1941,1950,TA,TA,1,NA,8,2007,WD,164000
854,80,RL,NA,12095,Corner,NAmes,1Fam,SLvl,6,1964,1964,TA,TA,2,NA,8,2009,WD,158000
855,20,RL,102,17920,Inside,Sawyer,1Fam,1Story,5,1955,1974,TA,TA,2,NA,7,2006,WD,170000
856,20,RL,NA,6897,Corner,Sawyer,1Fam,1Story,5,1962,2010,TA,TA,1,NA,4,2010,WD,127000
857,80,RL,NA,10970,Inside,CollgCr,1Fam,SLvl,6,1978,1978,TA,TA,2,NA,10,2008,WD,147000
858,60,RL,65,8125,Inside,Gilbert,1Fam,2Story,6,1994,1995,TA,TA,2,NA,3,2009,WD,174000
859,20,RL,80,10400,Inside,NWAmes,1Fam,1Story,7,1976,1976,TA,TA,2,NA,6,2009,WD,152000
860,60,RL,NA,11029,Corner,NWAmes,1Fam,2Story,6,1968,1984,TA,Gd,2,NA,8,2006,WD,250000
861,50,RL,55,7642,Corner,Crawfor,1Fam,1.5Fin,7,1918,1998,Gd,Gd,1,NA,6,2007,WD,189950
862,190,RL,75,11625,Inside,Sawyer,2fmCon,1Story,5,1965,1965,TA,TA,2,NA,4,2010,WD,131500
863,20,RL,81,9672,Corner,SawyerW,1Fam,1Story,6,1984,1985,TA,TA,2,NA,5,2010,WD,152000
864,20,RL,70,7931,Inside,NAmes,1Fam,1Story,5,1959,1959,TA,TA,1,NA,7,2009,WD,132500
865,20,FV,72,8640,Inside,Somerst,1Fam,1Story,7,2007,2008,Gd,Gd,2,NA,5,2008,New,250580
866,20,RL,NA,8750,Inside,NAmes,1Fam,1Story,5,1970,1970,TA,TA,2,NA,8,2009,WD,148500
867,20,RL,67,10656,Inside,Timber,1Fam,1Story,8,2006,2007,Gd,Gd,3,NA,11,2007,New,248900
868,20,RL,85,6970,Corner,Sawyer,1Fam,1Story,4,1961,1961,TA,Fa,2,NA,5,2007,WD,129000
869,60,RL,NA,14762,Corner,Gilbert,1Fam,2Story,5,1948,1950,TA,TA,2,NA,5,2006,WD,169000
870,60,RL,80,9938,Inside,SawyerW,1Fam,2Story,7,1993,1994,Gd,Gd,2,NA,6,2010,WD,236000
871,20,RL,60,6600,Inside,NAmes,1Fam,1Story,5,1962,1962,TA,TA,1,NA,8,2009,WD,109500
872,60,RL,70,8750,Inside,CollgCr,1Fam,2Story,6,1998,1998,TA,Gd,2,NA,6,2010,WD,200500
873,20,RL,74,8892,Corner,NAmes,1Fam,1Story,5,1953,1996,Gd,Gd,2,NA,10,2008,WD,116000
874,40,RL,60,12144,Inside,NAmes,1Fam,1Story,5,1949,1950,Gd,TA,1,NA,9,2009,WD,133000
875,50,RM,52,5720,Inside,OldTown,1Fam,1.5Fin,5,1941,1950,TA,TA,1,NA,8,2009,WD,66500
876,60,FV,75,9000,Inside,Somerst,1Fam,2Story,8,2007,2007,Gd,Ex,2,NA,8,2007,New,303477
877,20,RL,94,25286,Inside,Mitchel,1Fam,1Story,4,1963,1963,TA,TA,2,NA,1,2007,WD,132250
878,60,RL,74,8834,Inside,NridgHt,1Fam,2Story,9,2004,2005,Gd,Ex,3,NA,6,2009,WD,350000
879,85,RL,88,11782,Inside,Sawyer,1Fam,SFoyer,5,1961,1995,TA,Gd,2,NA,6,2010,WD,148000
880,20,RL,NA,7000,CulDSac,CollgCr,1Fam,1Story,5,1978,2005,Gd,TA,1,NA,7,2009,WD,136500
881,20,RL,60,7024,Inside,Edwards,1Fam,1Story,5,2005,2006,TA,TA,2,NA,6,2007,WD,157000
882,50,RL,44,13758,CulDSac,Timber,1Fam,1.5Fin,7,1990,1991,Gd,Gd,2,NA,4,2007,WD,187500
883,60,RL,NA,9636,Corner,Gilbert,1Fam,2Story,6,1992,1993,TA,TA,2,NA,12,2009,WD,178000
884,75,RL,60,6204,Inside,SWISU,1Fam,2.5Fin,4,1912,1950,Gd,TA,1,NA,3,2006,WD,118500
885,20,RL,65,7150,Inside,NAmes,1Fam,1Story,5,1967,1967,TA,TA,1,NA,7,2009,WD,100000
886,120,FV,50,5119,CulDSac,Somerst,TwnhsE,1Story,9,1999,2000,Gd,Gd,2,NA,1,2008,CWD,328900
